comment,raw_score,length,normalized_score,class
This trailer went from cute to fucking insane so quickly in matter of seconds when they showed up the guns.,0,20,0.0,neutral
the wolf Akira slide in the first 15 seconds is NUTS,0,11,0.0,neutral
"Okay, PocketPair. We also want that Fishing, the Direhowl cart, and the flyer cage.",1.0,14,0.07142857142857142,positive
Part of me wishes we got this.,0,7,0.0,neutral
So pokemon are enslaved and force to make weapons.....nature is healing....,-1.0,11,-0.09090909090909091,negative
This unironically looks really fun,1.0,5,0.2,positive
"Just what we needed, the Gta x Pokémon collab!",0,9,0.0,neutral
"This honestly feels more like a parody of pokemon, than a game trying to be like pokemon lol.",0,18,0.0,neutral
I'd prefer a more stylized artstyle than the realistic one we got now,0,13,0.0,neutral
"I can't WAIT to play this brand new pokemon game!!! The graphics are spectacular, Adding guns in the game is an amazing idea I can't believe no one thought of this before",-1.0,30,-0.03333333333333333,negative
I hope they add village building kind of like seen in the trailers. That'd be really fun,1.0,16,0.0625,positive
Funny watching this after 2 years knowing this is insanely successful launched,1.0,12,0.08333333333333333,positive
"I REALLY want to play this, games have been feeling a bit cookie-cutter recently and I can't wait to try this out",0.0,20,0.0,neutral
I wish I could watch this for the first time again,0,9,0.0,neutral
Pokemon Gun looks fuckin' awesome!,1.0,5,0.2,positive
its interesting that most of these features are not in the game right now. its always interesting to see how much a game can change after a while,0.5,27,0.018518518518518517,positive
I wish it was actually like this,0,6,0.0,neutral
Wish the game was like this,0,6,0.0,neutral
Absolutely insane how far this game is going.,0,8,0.0,neutral
"When I first watched the trailed all the way through I genuinely believed this wasn't a real game. This whole thing gets so tonally weird, I can't wait to see what the story will actually be like.",-1.0,34,-0.029411764705882353,negative
Pokemon with automatic rifles and rpg weaponry holy shit,0.0,9,0.0,neutral
"It's a multiplayer open-world survival crafting game. With guns.They really wanted to put everything in here, huh?",1.0,17,0.058823529411764705,positive
"""Anyways I started blasting"" - Gary Oak",0,6,0.0,neutral
"This game: Catching and forcing Pokemon is essentially slavery, let's focus on that.",0,13,0.0,neutral
The changes from this  to the release is  fucking nuts,0,10,0.0,neutral
I wasn't expecting that shield.,0,4,0.0,neutral
To think this ended up being one of the best pc games out there,1.0,14,0.07142857142857142,positive
Who’s here in 2025 now seeing the awesomeness Palworld has become??,0,11,0.0,neutral
So kinda of like Rune Factory and digimon but with guns?,0,11,0.0,neutral
"This is what I hoped Pokemon would become when the first 3D games came out on N64.  Gamefreak has consistently disappointed since then, so I'm glad that someone is finally executing on this concept properly!",1.0,34,0.029411764705882353,positive
"""Game: Pokemon Sword and Shield""Brilliant, Youtube. Absolutely brilliant.",0,8,0.0,neutral
"I don't think I was supposed to laugh so much at this trailer but I am crying, this was amazing.",2.0,17,0.11764705882352941,positive
"Haven't felt actual anticipation for a game in years, till now.",0,11,0.0,neutral
i didn't realize how much it has changed from this trailer to the actual release,0,14,0.0,neutral
This legitimately looks more interesting than pokemon lmfao,1.0,8,0.125,positive
"This was the version made with Unity. Now that is made within Unreal the game looks completely different :O Btw, there are mechanics and characters no longer present in the current game :(",-1.0,33,-0.030303030303030304,negative
The legend of Pokemon: Pioneers of Gun Town,0,8,0.0,neutral
The actual release is really tame compared to this early trailer,0,11,0.0,neutral
this is one of the funniest things i have seen recently,0,10,0.0,neutral
The best pokemon gun ever,1.0,5,0.2,positive
"""YOU were the bad guy all along! We had to make our Pals manufacture guns on a massive scale because YOU kept killing us!""",-1.0,24,-0.041666666666666664,negative
It’s changed a lot,0,4,0.0,neutral
Bro this game is so damn peaceful bro you can do farming too wtf,-2.0,14,-0.14285714285714285,negative
"Yo my pengullets can not do that <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f62d.png"">",0,7,0.0,neutral
PETA is gonna have a fit seeing this.,0,8,0.0,neutral
"wow, they really exceeded expectations. now its trending<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😁"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f601.png"">",0,8,0.0,neutral
Could you imagine the world looking like this? I'd love it more than I already do.,1.0,15,0.06666666666666667,positive
"This looks fucking great, count me in.",1.0,7,0.14285714285714285,positive
"Nice geme wait for you<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u2764.png"">",2.0,5,0.4,positive
The fact that they've tagged the game as Pokemon Sword and Shield tho...,0,13,0.0,neutral
"I am from 2024 <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f602.png"">",0,4,0.0,neutral
So this is from dev times when game was on Unity rails? Looks really different,0,15,0.0,neutral
if only building was as good as displayed.,1.0,8,0.125,positive
"Yea the early access does look a lot better, Cool to go back and watch this trailer tho :)",2.0,19,0.10526315789473684,positive
The crying sheep shield has nearly sold me on this ngl,2.0,11,0.18181818181818182,positive
"""I'm gonna make a Mon game""""Nice. It's gonna be cute and family-friendly, right?""* smiles *""It's gonna be cute and family-friendly, right?""",0,21,0.0,neutral
"This is like some Pokemon, Spirited Away, Call of Duty, Mabinogi, Final Fantasy, Mario, and Harvest Moon hybrid game. Looks amazing",1.0,21,0.047619047619047616,positive
I have never seen a game so accurately recreate what modded Skyrim feels like.,0,13,0.0,neutral
hype! thank you for working hard to make this! I like it very much,3.0,13,0.23076923076923078,positive
"So, who else is seeing this for the first time in 2024??",0,11,0.0,neutral
Watching this two years later is crazy…,0,7,0.0,neutral
"Just my own perspective you can ignore but, the shooting looks weird, like modding an anime character into gta... if the guns were cartoony/cute and less like an ak-47 i think it would work better aesthetically",1.0,35,0.02857142857142857,positive
nintendo fans are really out there saying these models from 3 years ago were made with ai,-1.0,17,-0.058823529411764705,negative
"This is a game that I am <span class="""" dir=""auto"" style=""font-weight: 500;"">incredibly",0,7,0.0,neutral
"Huh, interesting that there’s a blue haired girl on that sea monster, now that the game is out, I wonder if she was scrapped or is kept for a future update",1.0,30,0.03333333333333333,positive
the game has changed so much,0,6,0.0,neutral
Damn i forgot this trailer existed only a few of the mechanics were added,-1.0,13,-0.07692307692307693,negative
I see more contents coming based on the announcement trailer.,1.0,9,0.1111111111111111,positive
FINALLY POKEMON GUN WERE YOU SHOOT THE POKEMON ITS PERFECTION,2.0,10,0.2,positive
Thank god they changed so much...,1.0,6,0.16666666666666666,positive
the edge on this is so sharp it made 12 year old me cry,0,14,0.0,neutral
poor pengullets 5 pengullet are trapped in a cage,0,9,0.0,neutral
Best laugh I've had all week.,1.0,6,0.16666666666666666,positive
Definitely interesting. Hopefully there's a console release some time in the future.,1.0,12,0.08333333333333333,positive
Would love for this stuff to be fully in the game when completed,1.0,13,0.07692307692307693,positive
"I remember watching the first palworld trailer in 2021, I might be mistaken but I think the AI boom came about a year later or so, and still very undeveloped, this does not invalid the help of AI later on, but the plans for the game and many pal designs were obviously planned ahead.",1.0,48,0.020833333333333332,positive
well that took a turn,0,5,0.0,neutral
we all gonna ignore that squirrel pall that was holding a gun aswell??,0,13,0.0,neutral
BRO THE SCENE WHEN GRIZZBOLT JUST MAKES A KUNG FU TECHNICHE ON THE ENEMYS I HOPE THEY ADDED THIS,0,18,0.0,neutral
Pokémon : America,0,3,0.0,neutral
"Who wouldve known this trailer would become the greatest game weve ever seen.... im truly obsessed and addicted to this beautiful game that has so much thought and detail put into it i literally think about it from the time i get off till the time im about ti get back on again and it helps work go by quicker, what a truly fresh breath of air for gaming",1.0,65,0.015384615384615385,positive
Love how the pals don't clash against the environment in the trailer.  Sadly they stick out like a sore thumb in the release.,1.0,23,0.043478260869565216,positive
War. War never changes.It was the year 20xx on the Kanto region when Team Magma attacked...,0,16,0.0,neutral
Nice to know nothing eventful happened today where this video would suddenly see some engagement. Nothing at all......Can't think of a good pokemon pun here. Apologies.,2.0,26,0.07692307692307693,positive
"I love how this trailer goes from ""Aww, this is awesome!"" to ""..was that a gun?"" and then to ""SLAVE LABOUR???""",1.0,20,0.05,positive
"When kids turn 10, they get a pokemon and ak47",0,10,0.0,neutral
This game sure blew up and exceeded all expectations! Congratulations!!!,0,10,0.0,neutral
how are you guys commenting this 2 years ago and not 2 weeks ago?,0,13,0.0,neutral
Whoa whoa whoa!! I did not see that coming!,0,7,0.0,neutral
It was normal for like the first few seconds but then the guns came out and this became hilarious,1.0,19,0.05263157894736842,positive
This looks like some parody trailer... Like I wouldn't be surprised if this was shown on South Park and the plot is that Nintendo makes an R-rated Pokemon or something...,0,29,0.0,neutral
Craftopia 2: We asset-flipped some guns and pokemon this time.,0,10,0.0,neutral
"Having issues catching a pokemon? Palworld fixes that, just shoot it",0,11,0.0,neutral
made my day,0,3,0.0,neutral
"This is such a clash of tones, who looked at this and thought, ""Yes, yes this is a good idea.""This looks like a YouTube parody of Pokemon from the early 2010s.",2.0,30,0.06666666666666667,positive
Was playing palworld and remembered I actually watched this trailer before. So glad that the wait is really worth it.,2.0,19,0.10526315789473684,positive
That's just straight up Lycanroc... also GUUUUUUUN!,0,7,0.0,neutral
I legit jumped out of my seat seeing all the wacky stuff in this trailer. This game is the definition of two-face and I am freakin all in for it.,0,28,0.0,neutral
I fucking lost it when I saw the bunnies on the assembly line,0,11,0.0,neutral
"this looks dope as hell, but the guns look way too realistic. It really clashes.",0,15,0.0,neutral
I need this.N o w.,1.0,4,0.25,positive
"GOTY right away, the true reality of pokemon being slaves, guns and housing",1.0,13,0.07692307692307693,positive
I personally love my sweatshop and love this game,0.5,8,0.0625,positive
PokeGun: Gotta Blast 'em All!,0,5,0.0,neutral
This has got to be the best trailer I’ve ever seen.,1.0,11,0.09090909090909091,positive
"This is the game I wanted. Why does it look so much different <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😢"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f622.png"">",1.0,13,0.07692307692307693,positive
anyone else here after early launch?,0,6,0.0,neutral
"I remember watching this 2 years ago, thinking how excited I was and how cool it looked but figured it would never release. Here I am today playing it. 2 YEARS LATER AND IM HERE BOYS",1.0,33,0.030303030303030304,positive
Wow the quality really improved,0,5,0.0,neutral
Crazy to see how far they've come. The execution they had with this game was really something else.,0,18,0.0,neutral
"The fucking Akira slide on the wolf had me dying <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f602.png"">",0,11,0.0,neutral
I hope we somehow get to all the unimplented stuff from this trailer one day,0,14,0.0,neutral
"I am so into this, don't screw this up",0,8,0.0,neutral
THIS SHIT IS TWO YEARS OLD???,-1.0,6,-0.16666666666666666,negative
its strange that they announce a new game when their last/acutal game craftopia is in early access hell with very slow progression at all. Take it with a grain of salt.,0,31,0.0,neutral
this was absolute madness. I love it and i would buy several copies. just give me,1.0,14,0.07142857142857142,positive
what the heck? i wish we got this game!,0,8,0.0,neutral
"The Pokémon game I’ve been waiting for <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🔥"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f525.png"">",0,8,0.0,neutral
"I kinda likd the brighter color approach more.I assume they tried to Genshin impact or Pokemon for that matter.Although the current one looks also good with somewhat ""realistic environment"", I do prefer for those bright anime/cartoonish environment.",1.0,34,0.029411764705882353,positive
"My first ever pal, and my favorite, is foxsparks, whom I've named Mayhem, and I take him with me everywhere!",1.0,19,0.05263157894736842,positive
this trailer is so different from the main game now :D,0,11,0.0,neutral
"I sure hope that ""Wooloo"" has Bulletproof.  &gt;.&lt;",0,7,0.0,neutral
The addition of guns makes this really weird. Other than that this looks really good.,1.0,15,0.06666666666666667,positive
"2 years later, 2024 GOTY im calling it",1.0,8,0.125,positive
Somehow this is like digimon and pokemon mixed together.,0,9,0.0,neutral
"Alright, let's make a gameLet's just combine everything we think of",0,11,0.0,neutral
"Looks fun. I definitely wanna play this game and see all the weird interactions with each animal.I'm not sure if any monster collection game will ever be able to compete with Pokemon because I think anything that tries to be a better ""pokemon"" game will just be seen as another Pokemon ripoff. In that sense, Game Freak essentially has a monopoly on monster collecting games which is sad because it means Game Freak can have generation 9 with no new Pokemon and instead have 100 new Charizard forms and people would still probably buy it because there's no alternative. And I'm not sure there will <span class="""" dir=""auto"" style=""font-weight: 500;"">ever",-0.5,102,-0.004901960784313725,negative
"""PETA is typing...""",0,3,0.0,neutral
I like how they show the pals enslaved like it's a bad point in the story when in fact you're the one doing it,0.0,23,0.0,neutral
Instant wishlist,0,2,0.0,neutral
"Casi nada de eso esta!!<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f62d.png"">",0,4,0.0,neutral
can we appreciate how unironically good the score on thsi trailer is??,1.0,11,0.09090909090909091,positive
Wish they kept this artstyle tbh,0,6,0.0,neutral
Pokemon Gun looks LIT,0,4,0.0,neutral
Real Talk where's the Girl on The Jormuntide in the Actual Game though,0,13,0.0,neutral
"As people could expect, this game is an absolute masterpiece.",1.0,10,0.1,positive
It's unfortunate how so much of these mechanics and interesting aspects of pals and even structures like the giant castle was scrapped.,1.0,22,0.045454545454545456,positive
We really need to tell everyone to show this trailer ASAP,0,11,0.0,neutral
"Maybe it's a good thing I hadn't seen it before and hadn't heard about this game, because the wait would have been agony.... Now I can't tear myself away from it!",2.0,29,0.06896551724137931,positive
this looks pretty sick ngl,0,5,0.0,neutral
Is it bad I think they should have kept with that art style for the land scape,-1.0,16,-0.0625,negative
Pokemon Rust Expansion looks sick.,0,5,0.0,neutral
I am so damn confused because this looks like Pokemon meets something like BOTW or Genshin and then suddenly all the characters start fuckin' shooting eachother with assault rifles.This seems amazing tho I want this.,1.0,33,0.030303030303030304,positive
"Well, this is... amusing. lol",0,5,0.0,neutral
Anyone still playing?,0,3,0.0,neutral
This is the new world Cyrus was trying to create,0,10,0.0,neutral
still think the fact they made pals being enslaved one of the main theme ridiculusly funny,1.0,16,0.0625,positive
"Watching this now, for me this old art style is way more appealing",0,13,0.0,neutral
"Ahh, nature is beautiful",0,4,0.0,neutral
Se ve una gran mejora con la version actual. Buen trabajo,0,11,0.0,neutral
They deleted this trailer from their channel. It's ok if most of what's shown here is not in the game. The game still has way more content that we see here,0,30,0.0,neutral
"Pokemon and the 2nd Amendment, The Combo we didn't know we needed",0,12,0.0,neutral
who knew this would even come out let alone be fun,1.0,10,0.1,positive
=)))) roller coaster of emotions,0,5,0.0,neutral
"If all this content here is not in by the time they finish the ""alpha phase""Then we all gonna be very disappointed.",-1.0,21,-0.047619047619047616,negative
"Magical creatures and wapons... cool<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😁"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f601.png"">",1.0,5,0.2,positive
Why they changed it. It was way better of what it got right now,1.0,14,0.07142857142857142,positive
dude this is awesome i can't wait to give the funny penguins guns,1.0,12,0.08333333333333333,positive
"Can’t wait for these additions <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u2764.png"">",1.0,6,0.16666666666666666,positive
Bro holy shit this looks fun.,1.0,6,0.16666666666666666,positive
the game changed so much now its literaly one of my favorite games,1.0,13,0.07692307692307693,positive
Holly Molly it looks so much different,0,7,0.0,neutral
what,0,1,0.0,neutral
Yeahh! This is the true Pokemon game we been waiting for!,0,11,0.0,neutral
"In a world, where GTA, Pokemon and Minecraft, i guess idk, come together to create...Palworld. This looks awesome btw i'm really interested to see this game lol.",1.0,26,0.038461538461538464,positive
Why does the game in this trailer look better than what we got?,1.0,13,0.07692307692307693,positive
did that pacharisu just use a gun,0,7,0.0,neutral
And now we re all hooked,0,6,0.0,neutral
Time to defeat the badguys with the power of friendship!. . . and this gun i found!,0,16,0.0,neutral
Remember when we all thought this game was gonna be shit and then it turned out to be incredible,0.0,19,0.0,neutral
A year later it’s almost year god damn his game look fire and I hope it’s unique and challenging . And actually had a in depth combat system to make the pets more than what’s shown in the trailer .,0.0,39,0.0,neutral
looking back at this is so funny. You delivered exactly what you promised and thats more than quite some AAA Game Company.,1.0,22,0.045454545454545456,positive
Damn this Pokémon sword &amp; shield dlc going hard,-1.0,9,-0.1111111111111111,negative
"Is it just me or most of thing have been shown in this trailer are not in the game <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f605.png"">",0,19,0.0,neutral
This is the best flaunting of dark humor I have seen in awhile. Lol. Also I’m playing it.,1.0,17,0.058823529411764705,positive
What a BRUTAL WORLD IS THIS !??,0,7,0.0,neutral
That bass though,0,3,0.0,neutral
"Thank god they moved it to unreal engine before release. Imagine if they released it like this, it would have never blown up like it did. lol",1.0,27,0.037037037037037035,positive
As soon as I saw the guns I was like.....guys are gonna love this,1.0,12,0.08333333333333333,positive
IT FINALLY CAME OUT AND IT'S EVERYTHING I'VE HOPED FOR,1.0,10,0.1,positive
I love how casually it glossed over Not-Pokemon slave labor XD,1.0,10,0.1,positive
Pokemon with guns? I don't think this game will ever catch on. I bet it'll get like 10 players at most,0,19,0.0,neutral
This is actually fucking awesome,1.0,5,0.2,positive
the game changed so much!,0,5,0.0,neutral
"Say it with me: surprise surprise, SURPRISE SURPRISE <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Palworld - Announce Trailer - YouTube_files/emoji_u1f602.png"">",0,9,0.0,neutral
"... what a <span class="""" dir=""auto"" style=""font-weight: 500;"">weird",0,4,0.0,neutral
holi shih this is 4 yearold already!.?,0,6,0.0,neutral
So glad this didn’t end up as a fake game that never comes out,0.0,14,0.0,neutral
Can't wait for Palworld nuzlockes,-1.0,5,-0.2,negative
If only half these things were in the final game,0,10,0.0,neutral
Pokemon ACTUAL enslavement edition. This whole trailer was a roller coaster lmaooo,0,12,0.0,neutral
"First half: <span class="""" dir=""auto"" style=""font-weight: 500;"">shows the beautiful world of pokemon",0,8,0.0,neutral
"Looking back on this trailer, theres a lot. like a LOT different now thats its released.",0,16,0.0,neutral
This game sure had a glow up,1.0,7,0.14285714285714285,positive
I love it.,1.0,2,0.5,positive
Everything is way better now including graphics,1.0,7,0.14285714285714285,positive
Me: wow that's beautifulMe 2 seconds later: DOES THAT SQUIRREL HAVE A GUN!?!?,0,13,0.0,neutral
Here before it blows up 2024 best game of the year,1.0,11,0.09090909090909091,positive
this looks like such a fun game,1.0,7,0.14285714285714285,positive
You guys still here ? The game already launch and watching all 2 years back comments is just funny !,1.0,20,0.05,positive
"Tem tantos pals bonitos, pals grandes, pals fortes....",0,8,0.0,neutral
"""Everyone is getting tired of the same old Pokemon formula... We need something fresh, something new! So we decided to turn to the internet for our next idea..."" Every 8 year old ever...""I ThInK yOu ShOuLd cOmBiNe FoRtNiTe WiTh PoKeMoN!"" ""You heard the 8 yr olds... Get to work...""",1.0,48,0.020833333333333332,positive
I wonder if any of the locations not in the game that show up here will be in it in the future.,0,20,0.0,neutral
And Now It’s Growing Much Bigger In Every Update Now &gt;;),0,11,0.0,neutral
ive never been more excited for a pokemon game,0,9,0.0,neutral
"And here we are, somehow it worked out",0,8,0.0,neutral
Woah! So Pokémon Gun really exits!!!!,0,6,0.0,neutral
"Well, this went from “Pokémon with guns!” To “damn, this really is just every game with guns combined.”",0,18,0.0,neutral
And the game went on to hit unreasonably hard what an absolute banger,0,13,0.0,neutral
"After the way the world has been this year, I am totally up for a Pokémon cruelty simulator.",0,17,0.0,neutral
Where are these features?,0,4,0.0,neutral
Now THIS is a Pokemon game that I would play!,0,9,0.0,neutral
The better version of palworld,1.0,5,0.2,positive
"Damn, pal combat seems way better in this trailer. Looks like pals could actually do m1 attacks here",0.0,18,0.0,neutral
I love hpw popular this game is without millions of views for the trailer,1.0,13,0.07692307692307693,positive
this entire thing feels like some crazy-ass fever dream,1.0,9,0.1111111111111111,positive
So it's Pokemon..with guns. I'm interested!,0,6,0.0,neutral
that armor would be amazing to have in game! We need modders on this stat!,1.0,15,0.06666666666666667,positive
I love Palworld but hopefully there's an update option I can toggle for the original cartoony environment because I think it looks good,2.0,20,0.1,positive
This is the GOAT.,1.0,4,0.25,positive
"Am I the only one who prefers the art style here over what we got in the final game, I hope this is just for the alpha",0,24,0.0,neutral
