comment,raw_score,length,normalized_score,class
I love how it seems that the Pokémon might be able to dodge attacks along with the trainer even if that’s just a custom animation for when a move misses I love that. Hoping it has more routes than just the city.,0.5,40,0.0125,positive
Pure talent. No words,-1.0,4,-0.25,negative
I love the franchise but I’m starting to get annoyed by the lack of change in graphics/art. At least upgrade the graphics if they don’t change the style. It has been the same for the last 6 years or so now…,2.0,40,0.05,positive
Its 2025 this isnt good enough anymore.,1.0,7,0.14285714285714285,positive
The song is actually fire,0,5,0.0,neutral
I like the starter line up for this game chikorita needs this,1.0,11,0.09090909090909091,positive
Assasins creed: pokemon edition,0,4,0.0,neutral
"why is everyone so angry about it not looking ""good enough"" lol. id certainly hope  it doesnt look better than the last few games, because those were optimized AWFULLY, and the game looking like this is both fine, and means theyve probably put work into optimizing it",1.0,46,0.021739130434782608,positive
Nintendo still trying to catch up to the PS3 and Xbox 360 graphically.,-1.0,13,-0.07692307692307693,negative
I'll return to Pokemon when i see some effort put into these games.,0,12,0.0,neutral
You can't excite me anymore,-1.0,5,-0.2,negative
Really not looking forward to being trapped in one city...,1.0,9,0.1111111111111111,positive
Can't wait for it to run at 10fps whilst looking underwhelming.,-1.0,11,-0.09090909090909091,negative
Is the game only gonna take place in the city?,0,10,0.0,neutral
"Going off of the male protagonist's hair style, do you think they're young Sycamore or Sycamore's kid?",0,17,0.0,neutral
"Excited for my gen 2 brethren to get some love, but I swear if they get mega evolutions and typhlosion doesn’t I will riot <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f62d.png"">",1.0,23,0.043478260869565216,positive
I just wish she could bring a new pokey mom into the series like you did for pokemonScarlett and violet,0,19,0.0,neutral
You had me at Chikorita.,0,5,0.0,neutral
Glad to see our rival is still picking the starter that's weak to ours...,1.0,14,0.07142857142857142,positive
do we have mega houndoom,0,5,0.0,neutral
"If i'm being honest, its a bit underwhelming. No updated animations, more recycled assets from old games.Excited to see that we'll likely be getting new forms for the starters (and possibly megas) but otherwise it feels pretty slapped together despite the extra time they had.",-1.0,45,-0.022222222222222223,negative
"MEGA EVOLUTION IS BACK, BABY!!!!!!!!!!!!",0,5,0.0,neutral
feels like a cash in for starting up switch 2 game development,0,12,0.0,neutral
"They had a choice to either make it more like Legends Arceus, or more like Scarlet and Violet, and they decided to model it after the incredibly crap gen 9 :/",-1.0,31,-0.03225806451612903,negative
If it runs better than 12 fps I'm happy,1.0,9,0.1111111111111111,positive
"In Pokemon X, My Chespin's last hit on AZ pokemon was Vine Whip, lol...",0,14,0.0,neutral
Pokémon fans: I want Chikorita to be in ZA.Also Pokémon fans: Why are there two Johto starters?,1.0,16,0.0625,positive
New mega is coming,0,4,0.0,neutral
The graphics aren’t much different from potato scarlet and violet,0,10,0.0,neutral
"Don’t understand why they didn’t use a similar art style to Legends Arceus, and instead went with Scarlet/Violet’s",0,18,0.0,neutral
"Excited to pick chikorita <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🥰"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f970.png"">",0,5,0.0,neutral
"Pokemon fans when asked to use any of  the other 980 Pokemon and not just their top 20: <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😲"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f632.png"">",0,18,0.0,neutral
Cool looking 2016 game,1.0,4,0.25,positive
this is like a slap in the face,0,8,0.0,neutral
"Look exactly like violet<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f602.png"">",0,4,0.0,neutral
Pokemon hasn't been the same since Palworld. Only way this madness is going to stop is if we stop investing and start putting our money towards other games and companies that really care about a true gaming experience.,0,38,0.0,neutral
Hey guess why we got no Cyndaquil,-1.0,7,-0.14285714285714285,negative
"Is it just me or does this gameplay seem like a downgrade from arceus? It just doesn’t feel nearly as polished.Edit: ZA feels like if legends arceus was a building. Hear me out. Imagine arceus with all its good story and polish and mechanics seamlessly as a skyscraper. Now imagine said skyscraper collapses. Za comes along and picks up the best parts of the building, pokeball throwing, battle, dynamic movement in battle,etc. then za tries to piece the building together with only these parts, no foundation. No matter how good those parts were in arceus, with no framework, you can’t build a building. In this case, a good building is a good game, however the za building is falling apart because that framework was polish and refinement, that’s what made arceus so good the basic checklist and the 50 polishing steps on top of that. Graphics: many argue that za simply has a   Different art style. However, I believe these models are well-made, but he lighting and shadows seem uncanny and ruin what could have been a beautiful game, same thing happened to sv’s graphics. Legends arceus, despite having a. Different art style, looked good because of the lighting and how the Pokemon looked in the environment. I can’t tell exactly what’s wrong in the za trailer with how it looks, if anyone reading knows why it looks uncanny like this deeper than I could, reply to this comment so I and everyone else can understand better, thank you.The final subject I will touch on is the elevator, which feels less like a in world inclusion and more of a shortcut to not actually have to animate an elevator. Funny, how you can take elevators in c and y, which did have less graphical fidelity but still….. so does that mean, other than the implications of just not programming an actual elevator, that za will be in the future? Because with these star trek-esque elevators, does that mean we are after x and y?Ok, this is actually the last thing I will touch on, starters. The starters in this game are simply ok. I don’t see how intelion had less potential than totodile, and I think that chickorita will work but snivy could have gone better. They don’t feel like they fit in the region, especially with the slew of options.Ok I’m finally done, I can see a lot of arguments againsent my claims, but if you liked the trailer, I understand. I’m not posting this comment to attack people who enjoy this or even attack game freak, I just wanted to put out my thoughts. I have to stress this however, take this post with a grain of salt. Thank you.",1.8333333333333321,436,0.004204892966360853,positive
Is nobody gonna question how two starters from the same region ended up in this game. But I’m ESTATIC that Chikorita is gonna cook now,0,25,0.0,neutral
"this looks like buns <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f62d.png"">",0,5,0.0,neutral
Wow they really sticking to this formula,0,7,0.0,neutral
let see Paul Allen’s optimisation,0,5,0.0,neutral
I know switch starter I'm choosing. Mega evolution is back YAY,0,10,0.0,neutral
IVE PLAYED THESE GAMES BEFORE,0,5,0.0,neutral
Bro got that alchoholic tan,0,5,0.0,neutral
That moment when you realize youre definitely not buying Pokemon ZAZA,0,10,0.0,neutral
"When people say this game looks good, but then you realize that the buildings are literally rectangules with jpegs for balconies. Look at it, the balconies arent real! THEY'RE JPEGS!",1.0,30,0.03333333333333333,positive
"Finally Palworld for the Gamecube. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f602.png"">",0.0,6,0.0,neutral
No updated graphicsNo new startersNo new character modelsOnly 2-3 new assetsStuck to ONE single cityI don't think I even seen any new Pokemon.This could have been DLC for Scarlet/Violet with an improvement to framerate but instead we got recycled garbage as a new game. Nearly a 100 BILLION DOLLAR company and this is what they give their fans? This is going to cost Nintendo and Gamefreak a huge portion of their fans. They really messed up with this one...,-3.0,77,-0.03896103896103896,negative
Pokémon is the Japanese Madden.,0,5,0.0,neutral
"Maybe one day we'll actually get a good Pokémon game! So depressing <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😞"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f61e.png"">",1.0,13,0.07692307692307693,positive
"This game will need to have way more content than this to make me excited. Even the pokemon dodging around looks so janky, or is it just me",0,28,0.0,neutral
This is why pal world scares game freak,0,8,0.0,neutral
CHIKORITA SUPREMACY LETS GOOOO,0,4,0.0,neutral
pokemon zaza is gonna go carzy,0,6,0.0,neutral
"I liked the new battle and catch style, but hell no the graphic, looks exactly like violet and scarlet LOL, 2 years to make this kind of game <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f605.png"">",-1.0,28,-0.03571428571428571,negative
Zygaurde finally getting recognition!,1.0,4,0.25,positive
"LATE 2025?! POKEMON I BEG DELAY THIS GAME A YEAR, WE DO NOT NEED ANOTHER SCARLET AND VIOLET! TAKE TIME TO PERFECT THIS GAME AND MAKE THE WORLD FEEL TRUELY ALIVE, AND ACTUALLY POLISH SOMETHING FOR ONCE. WE CAN WAIT!",2.0,38,0.05263157894736842,positive
Me: oh god another 3D title Everyone else: yOu CAn DodGE nOw ?!!?!,0,13,0.0,neutral
I was excited for this game…,0,5,0.0,neutral
palword goat,1.0,2,0.5,positive
I hope that we will have routes or a wild area and not just be stuck in the city,0,17,0.0,neutral
"I absolutely love Gen 2 starters, but it’s kinda weird having 2 of them in the same game. Also weird that between the 2 games, we already got all of Gen 2 starters. Either way, game looks amazing and I hope it runs well.",2.0,42,0.047619047619047616,positive
The dog pokemon has a glowing butt c:,0,8,0.0,neutral
"After all these years, after all that money and after palworld which showed the potential of what pokemon games could be, they refused to make a AAA title of pokemon",1.0,30,0.03333333333333333,positive
"looks pretty lifeless, the legends formula really needs more attention",-1.0,10,-0.1,negative
It's going to be another 20 years before we get a modern pokemon game at least by today's standards,0,19,0.0,neutral
"I will never understand why they still using the same motor for the animations..it looks like the characters are made of rock...<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😢"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f622.png"">",0,21,0.0,neutral
This looks so bad. I didn’t even know about it for three weeks.,-1.0,12,-0.08333333333333333,negative
This year I sold my switch after not using it for four years. I can see i did good since im not losing anything good to play. Last good pokemon games were on 3DS.,0.33333333333333326,29,0.011494252873563216,positive
the four johto fans are rejoicing rn. Our day will come,0,11,0.0,neutral
WHERES MY DAMN FROG IN MY GEN 6 REGION GAME GAMEFREAK,0,11,0.0,neutral
Algun dia sera un buen juego. Tengamos fe,0,8,0.0,neutral
"Its honestly depressing the lengths this game franchise has fallen. I played pokemon moon until the damn cartridge broke, and had so much damn fun. Now I cant even get through the 2nd badge without feeling bored out of my mind on these new titles. Atp we oughta pray for them to do a lengend of zelda and take 5 years to produce the next game. But why do that when you can push this slop out",-1.0,74,-0.013513513513513514,negative
"OH WE ARE SOOO BACKKK<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""👏"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f44f.png"">",0,5,0.0,neutral
I love how only one starter is actually from kalos,1.0,9,0.1111111111111111,positive
"Fans: Legends Arceus was an interesting new take on Pokémon, with a new free form catching system, a beautiful setting and style, and an intriguing premise of time travel with creative character designs alluding to games of the past! Can’t wait for what they do next!GameFreak: What if we do none of what you liked before and give you Scarlet and Violet 2.0 but SOMEHOW EVEN MORE STERILE AND UGLY TO LOOK AT <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😀"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill"" style=""height: 16px; width: 16px;"">",1.0,74,0.013513513513513514,positive
I wasn't expecting parkour,0,3,0.0,neutral
They need to expand their consoles and make an advanced pokemon game where its not just the same thing over and over again.,0,22,0.0,neutral
this looks and feels like a mobile game. wtf...,-2.0,9,-0.2222222222222222,negative
Oh wow! such beautiful animations!So much effort goes into making them suck so hard,-1.0,14,-0.07142857142857142,negative
"So, where getting a Pal World ripp off with weaker grafik, no base building, but will cost probably 40€ more... nah",-2.0,21,-0.09523809523809523,negative
It feels like there Hasnt been a good pokemon game in 10 years…This is sad.,0.0,15,0.0,neutral
"Whelp, I'm still playing my Pokemon Black and White on my 3ds so at least I still got my beloved Serperior lol",-1.0,21,-0.047619047619047616,negative
"Nooo no no nope. You won't get me excited again. I learned my lesson. Who here is going to wait a couple months before even touching this game?<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😊"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f60a.png"">",0.5,26,0.019230769230769232,positive
"It looks so horrifically washed out, grey, and sad.",-1.0,9,-0.1111111111111111,negative
Pokemon stadium from 1999 had more details.,0,7,0.0,neutral
"lmfao pokemon fans are getting screwed hard. Smash, Odyssey and Mario Kart run at 60fps on handheld and docked. There’s no reason this should look the way it does after the 2010s for 59.99",-1.0,34,-0.029411764705882353,negative
"Not gonna sugarcoat it.I’ll stick to og X &amp; Y games. Instead of……Whatever this is supposed to be. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f605.png"">",0,18,0.0,neutral
Everyone is saying Game Cube graphics but its looking N64 to me .... pokemon Snap looked this good in 2000,1.0,20,0.05,positive
"These graphics look bad <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f605.png"">",-1.0,5,-0.2,negative
"It looks rough. I usually take performance over graphical fidelity any day. But even if this runs competently, it's not even aesthetically pleasing at all.",-1.0,23,-0.043478260869565216,negative
Oh Mega Evolution how I’ve missed you!,0,7,0.0,neutral
Pokémon has so much potential and game freak continues to shit on it.,0.0,13,0.0,neutral
i thought maby they finaly change and than oh another low quality pokemon,0,12,0.0,neutral
This literally looks like an expansion of scarlet and violet with a few new mechanics. I haven't been a Pokemon fan for long but what's the appeal in getting the bare minimum. Yall seen Monster Hunter World to Rise to Wilds. That's how new games within a franchise should be.,0,49,0.0,neutral
"Looks like another technical mess, can't even keep a stable framerate for a trailer lol.",-1.0,15,-0.06666666666666667,negative
Az looks dapper and people told me I was wrong when I said it was in the future!,-1.0,16,-0.0625,negative
"Finally the pokemon fight style i been waiting for no more turn base<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😩"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f629.png"">",0.0,12,0.0,neutral
All the money in the world and they make this shite...,0,11,0.0,neutral
"This does not look very good <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😢"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f622.png"">",1.0,6,0.16666666666666666,positive
"I love can’t wait for Pokémon Za<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😁"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f601.png"">",2.0,6,0.3333333333333333,positive
"Is it me of the camera is stuttering?, also I was hoping they would steal palworld combat instead of... this, sad times",-1.0,21,-0.047619047619047616,negative
"Yeah, let's just pretend it doesn't look like shit from 15 years ago",0.0,13,0.0,neutral
"And still... Nothing fucking changed. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f602.png"">",0,6,0.0,neutral
I was actually expecting that they will follow the Legends Arceus format and make it better. Hmph. I still want to play the game for the story,2.0,25,0.08,positive
Pokemon is about exploring new worlds and finding new friends and pokemon on your way that will be part of your adventures. What I see in this trailer is far from this.,0,31,0.0,neutral
They brought parkour to pokemon,0,5,0.0,neutral
best thing any of us real OG Pokemon fans can do is stop buying this crap. Until they change it or another enterprise comes along that actually cares about fan base vs plush toy sales,0.0,35,0.0,neutral
Hype,1.0,1,1.0,positive
Can't wait to see all the new memes from how broken this one is also likely to be,-1.0,18,-0.05555555555555555,negative
"Pokemon Colosseum and XD Gale of Darkness had better graphics, honestly",1.0,11,0.09090909090909091,positive
I love every bit of this……but in the city though??? Not in the traditional open fields/wooded areas where Pokémon naturally are???,1.0,19,0.05263157894736842,positive
I prefer a rereleased of all the classics Pokémon games in one setBut this one is awesome,1.0,16,0.0625,positive
"I wasn't originally planning on buying the game, but after the reveal of Chikorito, Totodile and the new dodge/stun mechanics take my money",0,22,0.0,neutral
"O jogo está lindo, podia ter para celular também.",0,9,0.0,neutral
2025 and 3D Pokemon games still somehow look worse than the Colosseum/XD games from the fking Gamecube. Nintendo is a joke,-3.0,21,-0.14285714285714285,negative
this is cool a mixture of scarlet and violet with legends arceus i like it!,2.0,14,0.14285714285714285,positive
I saw the glider jump thing and got excited and then remembered it will probably be only in select places.,0,19,0.0,neutral
corporate slop,-1.0,2,-0.5,negative
Graphics are still disappointing… who’s surprised?,0,6,0.0,neutral
"Sadly, until the world changes, this is the quality we are stuck with. Let's just hope they finish mapping out the whole world soon so fanmade games can cover every region.",-1.0,31,-0.03225806451612903,negative
I already feel like I’ve played this one,0,7,0.0,neutral
"This is horrible they don't have an animation for climbing a building? It's not optimized correctly so if you don't have an attack that has an aoe then most of the time the Pokemon ai misses. The spikes need a larger radius or it will be useless. Then are the battles forced or can you retrieve your Pokemon mid battle? In comparison palworld is a better creature fighting game. Plus it's cheaper. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤔"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u1f914.png"">",-1.0,71,-0.014084507042253521,negative
How the hell did he jump over to the other building???,0,11,0.0,neutral
"I still remember the eterna forest theme. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./za_files/emoji_u2764.png"">",0,7,0.0,neutral
