comment,raw_score,length,normalized_score,class
"Honestly am happy that we getting the remakes but am disappointed because it it looks rushed and like they didn't put no effort into this at all and it's like they did this for fan service <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😩"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f629.png"">",-1.0,37,-0.02702702702702703,negative
"Go back to the pixel art if y'all are gonna do this <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f62d.png"">",0,13,0.0,neutral
I don’t know how I feel about the art style it kinda looks like a mobile game. I think I need to play it to see if it will grow on me.,0.0,28,0.0,neutral
I'm just upset we're not getting Glistening Platinum.,-1.0,7,-0.14285714285714285,negative
The animations look as soulless as swsh i’m worried they aren’t gonna do it justice,-1.0,15,-0.06666666666666667,negative
"wish they adapted this into swsh style, but not as linear. just making the routes look more natural and realistic. and what the hell is with the chibi artstyle, worse than xy and oras",-1.0,32,-0.03125,negative
This was my first Pokemon game I'm so hyped,1.0,9,0.1111111111111111,positive
LETS GOOOOO!,0,2,0.0,neutral
Pokemon: Funko Pop Edition. dammnit why do this to Gen 4,0,11,0.0,neutral
Looks like a mobile game,-1.0,5,-0.2,negative
Gen 4 remakes Cynthia: *has GarchompMy Togekiss with Dazzling Gleam: parry this you filthy causal,0,15,0.0,neutral
"Nintendo be like ""yeah in the overworld make everyone look like marketable plushies"".",0,13,0.0,neutral
"Sinnoh, Now: Don't worry, citizens, we're just passing through an universe upgrade... for some reason.",1.0,15,0.06666666666666667,positive
"I FUCKING CALLED IT, I KNEW THEY STILL WOULDNT IMPROVE ANYTHING AFTER LIKE 3-4 GENERATIONS OF 3D POKÉMON GAMES",0,17,0.0,neutral
the fact i waited for this remake for so long and i didnt like it is a travesty,-1.0,16,-0.0625,negative
"i want to be honest, this chibi style is pretty ugly",0.0,9,0.0,neutral
I really thought they were mobile games until I saw the switch logo at the top.,-1.0,14,-0.07142857142857142,negative
I really hope they like a platinum post game episode like what ORAS did with emerald,0,15,0.0,neutral
"Personally, I'm glad that the game got remade, but I would have liked something like what Omega Ruby and Alpha Sapphire got, and not this cutesy look. Either way, it's probably better than the originals due to how many flaws they had. Also, I'm assuming Platinum will be handled like the Delta Episode...Plus the pokemon still just stand there, menacingly....",2.0,58,0.034482758620689655,positive
"The reaction to these graphics is basically the same as the Links Awakening remake all over again. Not to say these reactions aren't warranted though, 3D chibi models will always look worse compared to the realistically proportioned alternative.Still, everything else looks bog standard for a Pokemon remake. I'm just wondering which mechanics for the new games will make it into this one...",-1.0,60,-0.016666666666666666,negative
Can't wait to see how they screw this one up.,-1.0,10,-0.1,negative
God I just PRAY that they don’t drop the ball on this one like last time,0,15,0.0,neutral
I have never seen the small pokemon characters in high quality my eyes,0,12,0.0,neutral
Apologize to ORAS right now.,0,5,0.0,neutral
Reality is often disappointing -big purple guy,0,7,0.0,neutral
the logos look so nasty,0,5,0.0,neutral
"Gen 4 fans: hands megaphone to gen 5 fans ""Its your turn now kid""",0,14,0.0,neutral
The battle effects look FANTASTIC,1.0,5,0.2,positive
When Let's go looks better...,1.0,5,0.2,positive
didnt know the 3ds was still alive... looks terrible,-2.0,9,-0.2222222222222222,negative
Shining pearl swapped with brilliant diamond is shining Diamond which is the location of Crazy Diamond witch means these games are a JoJo reference,0,24,0.0,neutral
"Ah yes, Now we need Pokemon Dark Black and Bright White.",1.0,11,0.09090909090909091,positive
I’ve never been so excited about a game ever. Lets go guys,0,12,0.0,neutral
This literally looks like a bootleg hame,-1.0,7,-0.14285714285714285,negative
"honestly kinda disappointed, the best pokemon game ever but with the worst graphic, thanks gamefreak",-1.0,15,-0.06666666666666667,negative
"The overworld graphics look like dogshit. I hope they improve before releaseAre we going to get a full roster this time? I hope you at least include it up to gen 4 and don't get lazy on us again, Game Freak.",-1.0,39,-0.02564102564102564,negative
"Hello cyru....<span class="""" dir=""auto"" style=""font-weight: 500;"">T H E _ W O R L D _ I S _ I M P E R F E C T!!!",0,21,0.0,neutral
"Sickk! <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🔥"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f525.png"">",0,2,0.0,neutral
Is this fake ?,-1.0,4,-0.25,negative
"Everyone keeps focusing on the character models, but I believe they work to help the developers bring focus on the environment, which looks awesome!",1.0,23,0.043478260869565216,positive
I honestly prefer a “2D” over a 3D.  Depends if you like or not the artwork,0,14,0.0,neutral
I was literally just talking about how I wanted a remaster the other day.  These were my favorite.,2.0,16,0.125,positive
"I don't care that this is a carbon copy,the fact that they at least gave out a remake after so long brings joy and nostalgia all at once.",0,27,0.0,neutral
"When I saw the Sinnoh remakes, I peed my pants.  Then I saw the art style.  I'm not sure how I was unable to pee my pants, but my bladder is full and my pants are dry now",0,32,0.0,neutral
Nintendo actually remade a game and put effort into it? They didn't charge $60 for a half assed port?,0,19,0.0,neutral
Literally was just announced,0,4,0.0,neutral
I can't wait for these to come out,-1.0,7,-0.14285714285714285,negative
"take my money, ju- just take it.",0,7,0.0,neutral
Gen 5 remakes on the way in a few years HYPE TRAIN,1.0,12,0.08333333333333333,positive
"Nintendo: <span class="""" dir=""auto"" style=""font-weight: 500;"">Gives us what we want",1.0,6,0.16666666666666666,positive
The best Pokemon game ever getting a remake!,1.0,8,0.125,positive
I know it's not in the original but the only thing I'd want them to add is the first pokemon to follow me around. THEN it would be MY PERFECT POKEMON GAME!,2.0,30,0.06666666666666667,positive
"I never played either of these Pokemon games, so I wanna give this a shot. Can't wait",-1.0,15,-0.06666666666666667,negative
All these years and they're games still look like shit.,-1.0,10,-0.1,negative
"Pokemon Company/Nintendo: ""You think we can sell a game at a AAA price at CCC quality?""Investor: ""Ya, just slap a Pokemon badge on it and those dumbasses will buy the shit out of it.""Pokemon Company/Nintendo: ""Gotta scam em' all""",-3.0,39,-0.07692307692307693,negative
This looks like the laziest remake I’ve ever seen.,0,9,0.0,neutral
"My only complain is the over world character modelling. The buildings and such actually look really good, but the characters give a pre gen 6 post gen 5 kinda feel if you catch my drift",1.0,35,0.02857142857142857,positive
The moment we've all been waiting for...,0,7,0.0,neutral
"I have a feeling this game is gonna get a ton of backlash like sword and shield.I don’t know why, but I just have that feeling.",0,23,0.0,neutral
How do you manage to make a remake that looks worse?,-1.0,11,-0.09090909090909091,negative
HOLY SHIT LOOK AT THOSE GRAPHICS!!!,0.0,6,0.0,neutral
AND PEOPLE COMPLAINED ABOUT ORAS LMAO,0,6,0.0,neutral
"I really hope it's as challenging as it was in the original, if not more",0,13,0.0,neutral
"cool, can't wait to see how they butchered this one",0.0,10,0.0,neutral
I'm really excited for this,0,5,0.0,neutral
"If this is a 1:1 remake, it means no Fairy type.Cynthia's Spiritomb and 6IV Garchomp will be bullshit again LOL",-1.0,20,-0.05,negative
"Ha! You can't fool me, I recognize this style, I already played this browser game in 200- wait, what do you mean official?",1.0,21,0.047619047619047616,positive
"Honestly love the little models, imo I feel its supposed to look like the sprites and it looks really cute.",1.0,19,0.05263157894736842,positive
"I'm sorry but the style really disappoints me... I wanted an epic and glorious remake, not a chibi one. So disappointing - at least till now...",2.0,23,0.08695652173913043,positive
"Fans: ‘we want sinnoh remakes!’ Pokemon: <span class="""" dir=""auto"" style=""font-weight: 500;"">makes sinnoh remakes",1.0,7,0.14285714285714285,positive
60 dollars for this shit. Call me when they put HeartGold on the switch so I can play a good remake.,0.0,20,0.0,neutral
"I never play any pokemon since emerald in 2014 but this, this does put smile on my face",0,17,0.0,neutral
God bless them. Finnaly I can play someting on my switch,1.0,10,0.1,positive
Pokémon Diamond &amp; Pearl: Playmobile Edition,0,6,0.0,neutral
"it's 2021 and they can't make the games look good, even as close to Dragon Quest XI. sigh.",1.0,18,0.05555555555555555,positive
Well that its literally the same HD skinning they use on Links awakening HD ¿anything new?,0,16,0.0,neutral
"I'm hoping the trainers you come across grow stronger eventually after beating them. Other than that, I think the game is fine. &lt;3",0,22,0.0,neutral
Cool! I can't wait to go back to the haunted mansion again from Eternal Forest in remake,0.0,16,0.0,neutral
"I can't wait <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f62d.png"">",-1.0,3,-0.3333333333333333,negative
Is it weird that I'm not feeling as hyped about this as i thought i would be?,1.0,14,0.07142857142857142,positive
Why does it look like a Roblox game,0,8,0.0,neutral
"I'm happy to hear the news about the two brand new games release in November Pokémon Brilliant Diamond &amp; Shining Pearl, but I was expecting that the Game Freak company would continued the Pokemon Sword and Shiled Graphic designs onto the remake of Pokemon Diamond and Pearl<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤔"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f914.png"">",1.0,46,0.021739130434782608,positive
cant wait to pay $60 to play a game that looks like it was developed in roblox studio,0.0,17,0.0,neutral
"This looks terrible. Like honestly, would it really have been that hard to just make it look like ORAS just improved for the switch with added mechanics? Like how do you fuck up something so damn simple?",-2.0,37,-0.05405405405405406,negative
This looks so lazy,-1.0,4,-0.25,negative
Its my time to shine!,0,5,0.0,neutral
"Cool ta vidéo like posé sur ta vidéo <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😎"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f60e.png"">",1.0,9,0.1111111111111111,positive
"why does it look so... flat? idk, woulda preferred let’s go style graphics if my fav region was gonna be remade. not.. ‘HD’ DS graphics.",1.0,25,0.04,positive
If they chose the sword and shield engine people would complain that its copy and paste. Y’all are impossible to please OMG,-1.0,22,-0.045454545454545456,negative
this fucking artstyle is revolting. why the fuck did they not make the world like swsh/usum?,-1.0,15,-0.06666666666666667,negative
Now THIS is the kind of Pokemon remake I've been waiting for,0,12,0.0,neutral
The nostalgia at the start dudeeeee,0,6,0.0,neutral
i really hate this games artstyle,-1.0,5,-0.2,negative
"Sigh... time to get a Nintendo switch <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤦‍♂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f926_200d_2642.png"">",0,8,0.0,neutral
I honestly wonder who the hell approves drastic changes like that chibi style. Looks awful!,-1.0,12,-0.08333333333333333,negative
damn this looks epic.. I hope it's as close as possible to the first one. however pleas do something about the character and npc artwork.. they indeed all look like duplo figures,0.0,31,0.0,neutral
please have the platinum dex,0,5,0.0,neutral
These graphics are bad lol,-1.0,5,-0.2,negative
"My heart started pounding so hard, brings back so many child memories. &lt;3",0,13,0.0,neutral
I’m hoping the game won’t be too easy like the previous entries but I very happy to hear this is making a remake finally,2.0,23,0.08695652173913043,positive
"Let's defeat some Blissey <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😈"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f608.png"">",0,5,0.0,neutral
I’m so excited!,0,3,0.0,neutral
Dam the graphics are somehow better and worse,0.0,8,0.0,neutral
This doesn't look too bad. Kind of a mix between links awakening and let's go graphics,-1.0,16,-0.0625,negative
This game looks BAD!!!!!   It should just be a $20 dlc for sword and shield tbh,-1.0,16,-0.0625,negative
I LOVED LETS GO PIKACHU/EVEE! i’m excited for this,0,8,0.0,neutral
Ok am i the only one who thinks the art style is awesome i think  it reigns true to the original and im excited,1.0,21,0.047619047619047616,positive
Yo why is everyone hating? I swear pokemon fanns are never happy. Like damn,0.0,13,0.0,neutral
Unpopular opinion: I like the artstyle it’s basically the sprites remade in 3D,1.0,12,0.08333333333333333,positive
Im only buying this gameFor Cynthia's theme,0,7,0.0,neutral
After rewatching this trailer a couple of times... I realized it isnt that bad.. Its a remake of one of the best pokemon games after all. I like how the camera angle still faces downwards and alot of nostalgic features are in there. Hope the textures just looked cleaner. Its cute,1.0,49,0.02040816326530612,positive
This game looks like ass lol. But I'll buy it .,-1.0,11,-0.09090909090909091,negative
I loved where the game was going with shield and sword. Don’t like the overworld. Don’t like the way the Pokémon look.,0,21,0.0,neutral
i dislike the characters model wish they look like sword and shield,-1.0,11,-0.09090909090909091,negative
Didnt even mean to find this trailer was looking up call of duty stuff when this came up so excited though,0,21,0.0,neutral
Wtf omega ruby was better than this shit.,-1.0,8,-0.125,negative
"Awful, totally disappointed, skip.",-2.0,4,-0.5,negative
"They did it, the mad lads really did it.",0,9,0.0,neutral
Although emerald on the game boy was my first Pokémon game. My greatest memories as a kid playing Pokémon came from Diamond and Pearl on the DS. I had heard the rumors about this remake.,0,34,0.0,neutral
yaay finally the retro style is back,1.0,7,0.14285714285714285,positive
Well time to get a switch and relive my first Pokémon adventure,0,12,0.0,neutral
The more I look the worse it gets. This looks like the most minimal effort went into these remakes,-1.0,18,-0.05555555555555555,negative
"My niece literally said, ""I hate this. You might like it but this is just...""",-1.0,14,-0.07142857142857142,negative
THAT HYPERBEAM FROM THE PORYGON 2 IS SO FUCKING FRESH,1.0,10,0.1,positive
you guys asked for a diamond and pearl remake here’s what you get,0,13,0.0,neutral
the entire budget went into the battles,0,7,0.0,neutral
"It looks like Dawn is watching the events from SW&amp;SH.Also, the overworld models look like the Megaman Powered Up style.",0,20,0.0,neutral
"My disappointment is immeasurable, and my day is ruined",0,9,0.0,neutral
The art style is weird. It's worse than the zelda remake and let's go eevee.,-1.0,15,-0.06666666666666667,negative
It's like paraphrasing two of my friends assignments and submitting.,0,10,0.0,neutral
So hyped for today,1.0,4,0.25,positive
You kidding me? So dissapointed,0,5,0.0,neutral
Ironically the remake of a game that came out like 10 years ago subjectively looks better graphically than the brand new one they plan to release,1.0,26,0.038461538461538464,positive
This game actually looks like dog shit I'm really upset,-2.0,10,-0.2,negative
"llleeeetttsss frickin go man, diamond and pearl were the first frickin games I ever played. This remake will be lit!!!!!",0,19,0.0,neutral
I LOVEEE that they went back to the chibi look!,0,8,0.0,neutral
Dude this looks so bad. Much disappoint.,-2.0,7,-0.2857142857142857,negative
This was embarrassing,0,3,0.0,neutral
I don't know why these games are so hated I've seen way worse games than this like et for the Atari and bugs Bunny's birthday blowout.,-1.0,24,-0.041666666666666664,negative
I love that theme song,1.0,4,0.25,positive
Pokemon: going baby mode!,0,4,0.0,neutral
This makes up for the direct last week,0,8,0.0,neutral
This is all I’ve wanted,1.0,5,0.2,positive
OH MY GOD THE NOSTALGIA,0,4,0.0,neutral
NGL I’m super excited,0,4,0.0,neutral
I am definitely getting 2 of these games!,0,7,0.0,neutral
Yesssir can't wait to get lost on my way to the top of Mt. Coronet,-1.0,15,-0.06666666666666667,negative
i think i have watched this 10 times,0,6,0.0,neutral
Should have used the ORAS graphic set.. you had one job Nintendo,0,12,0.0,neutral
I’m old now. It hurts that my Pokémon game is now a remake,0,13,0.0,neutral
This looks like an HD 3DS game.,-1.0,7,-0.14285714285714285,negative
This made me tear up tbh,0,6,0.0,neutral
I’m really hoping for Megas to be back this one too,0,11,0.0,neutral
I like how they made the 3D look like the DS style,1.0,11,0.09090909090909091,positive
"I played the originals countless times, I’m not sure if I like this new art style or not. Hoping for the best",2.0,19,0.10526315789473684,positive
It looks... ok.,0,3,0.0,neutral
If they're being loyal to the  original. Does this mean returm of HM? Not only that but each pokemon has to  hold the EXP Share!,0,24,0.0,neutral
"After I played Diamond and Pearl when they came out, I never felt the same about any of the titles that came out after them.Though I'm glad the Sinnoh region is getting some love once again, I don't feel like this lives up to the what the original games mean to me personally.I'm just not a huge fan of the full 3D-era of Pokemon games. Black 2 is also the last game I ever finished. Pokemon Moon still remains unfinished.But I am very excited for the remastered OST!",2.0,81,0.024691358024691357,positive
"The artwork of this game looks like Animals crossing <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./Pokemon Brilliant Diamond and Shining Pearl Reveal Trailer! - YouTube_files/emoji_u1f602.png"">",0,10,0.0,neutral
"The artstyle kinda gives me that Link’s Awakening vibes. It’s not the same, but similar enough that I think about it.",0,19,0.0,neutral
Cant wait,1.0,1,1.0,positive
"No one gonna talk about how they made the statue that supposed to look like both Dialga and Palkia...in 3D, that must've been why it took so long",-1.0,28,-0.03571428571428571,negative
This looks amazing.,1.0,3,0.3333333333333333,positive
Ayyyyy:)),0,1,0.0,neutral
IT GOT THE LINK'S AWAKENING TREATMENT kind of,0,8,0.0,neutral
The way I gutturaly screamed is subject for concern oh my god FINALLY,1.0,11,0.09090909090909091,positive
Beautiful,0,1,0.0,neutral
this is what diamond and pearl looked like to me as a kid,0,13,0.0,neutral
I was looking forward to this.  But I am sad the graphics are bad in comparison to what we get today.,-1.0,19,-0.05263157894736842,negative
Im waiting for PokemonSTAR PLATINUMZA WARUDO,0,6,0.0,neutral
Wow look at those graphics what visual upgrade *Sarcasm.,1.0,9,0.1111111111111111,positive
I want Nerrle to do a video on it like he did with other remakes,1.0,14,0.07142857142857142,positive
Pokemon diamond was my first pokemon game and now its being remade. And i dont have a switch,0,16,0.0,neutral
This whole reveal makes me feel like I took all of the drugs,0,12,0.0,neutral
Anyone else start crying as soon as they saw the DS and heard the music???,1.0,15,0.06666666666666667,positive
Barry has a poketech so I believe that is making a comeback in one way or another,0,16,0.0,neutral
"If this ends up anything like how they remade Gold and Silver (like incorporating the Crystal version gameplay differences) and add in the Platinum details, this game will be the best thing for Pokemon in years.",1.0,36,0.027777777777777776,positive
"I did like the artstyle and i think this can bê great, at least It is being made by a different Studio, they can put some heart into it",1.0,27,0.037037037037037035,positive
"I like the graphics and texture but like the character models and even the fact that the map design is literally beat for beat rubs me the wrong way...i’m still gonna get both day 1 and enjoy them for what they are. As long as we get access to pokemon from following regions after it (like any remake) and new mega evos, i think I’m satisfied",-1.0,64,-0.015625,negative
Pokémon Sw/Sh: gets character models right but not the sceneryPokémon BD/SP: gets scenery right but not the character models,0,17,0.0,neutral
omg my favorite game in the series finally got a remake,2.0,11,0.18181818181818182,positive
my friend saiyangizmo34 loves this game it is his favorite,1.0,10,0.1,positive
