comment,raw_score,length,normalized_score,class
Cant wait for Pokemon Avengers and Pokemon Justice League,1.0,8,0.125,positive
Pokemon Rising of the Shield Hero looks great,1.0,8,0.125,positive
My dad:you gotta wait for it nowMe:*I WANT IT NOW*,2.0,9,0.2222222222222222,positive
Evacuate the city engage all defenses and get this man a Pokémon Shield,0,13,0.0,neutral
That Scorbunny looks like another Fire Fighting starter... Please God no.,-1.0,11,-0.09090909090909091,negative
"You know, You see all these post saying ""are you hyped to play the new Pokemon game?!"" And it has like a yes or no option. But there's never a ""I don't have a switch"" option <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f602.png"">",1.0,36,0.027777777777777776,positive
Next: Pokemon Blood and Crips,0,5,0.0,neutral
"I can see it now, Team fog sipping tea and snatching Pokémon.",0,11,0.0,neutral
"gen 6: we're in paris, love is in the air!gen 7: we're in hawaii, vacation time!gen 8: WE'RE IN GALAR LETS PLAY SOME SOCCER/RUGBY",1.0,24,0.041666666666666664,positive
2050: Pokemon Toilet and Paper.,0,5,0.0,neutral
"Tfym 7 years ago <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😔"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f614.png"">",0,5,0.0,neutral
Introducing Pokémon Aegislash,0,3,0.0,neutral
"bet the work in progress title for this was ""Pokemon Brexit""",0,11,0.0,neutral
Cant wait for Pokemon Fork and Spoon!,1.0,6,0.16666666666666666,positive
"Soon2030 - Pokemom Gun and Pokemon Grenade, both are Battle Royale",0,11,0.0,neutral
There has to be a ghost teacup pokemon that evolves into a teapot.Teaposess the ghost type pokemonAnd ofcourse its gonna be ghost/water,0,22,0.0,neutral
Dude... Nintendo should bring back he thing where pokemon follow you. Or at least your starter!,0,16,0.0,neutral
The grass starter looks like chespin but a monkeyHoly crap that is a lot of likes and replies didn’t see that one comingAnd to clarify I now know it is called Grooky but I didn’t know that when I first saw this,-1.0,39,-0.02564102564102564,negative
Still waiting on Pokemon Chips &amp; Salsa,0,7,0.0,neutral
Scorbunny is gonna be Fire/Electric . Plus that’s not a bandage on his face because he has the same shit under his feet and nobody does that . He’s clearly based on the theme of soccer .,0.0,36,0.0,neutral
"99% comments be like :Pokémon THIS and Pokémon THAT , and add a Lucario here and there",0,17,0.0,neutral
"Gen 7 is Hawaii, USAGen 8 is London, UKMaybe Gen 9 is Siberia, Russia",0,14,0.0,neutral
"I wanted to put this video again, the first Sword and Shield trailer to realize how fast these three years have passed and say goodbye to the eighth generation to announce today the ninth generation with its first trailer. We have spent almost the entire generation with the pandemic, is that the reason why this generation has passed so quickly?",1.0,59,0.01694915254237288,positive
Well 3ds is officially dead and now everyone is forced to buy a switch,-1.0,14,-0.07142857142857142,negative
"My thoughts on the 3, -- they really going for the soccer /football theme1. Sobble&nbsp;&nbsp; - ""Dribble""2. Scorbunny&nbsp; -&nbsp; ""Score""3. Grookey&nbsp; -&nbsp; ""GoalKeep""",0,23,0.0,neutral
Now I have too buy a switchNice move Nintendo,0,8,0.0,neutral
Anyone here after Scarlet And Violet Reveal?,0,7,0.0,neutral
"Don't be bipedal, chunky, and fighting Scorbunny...you can do it...carry on Delphox's legacy to make a change...I believe in you...please",0,19,0.0,neutral
gen 9:pokemon bacon and eggsgen 10:pokemon hit and missgen 11:pokemon fork and knife gen 12:pokemon boy and girlgen 13:pokemon eggplant and peachgen 14:pokemon mario and luigigen 15:burger king and foot lettucegen 16:pokemon gun and grenade,0,35,0.0,neutral
"<span class="""" dir=""auto"" style=""font-weight: 500;"">Scorbunny rubs its nose so damn much that it needs a bandage",0,12,0.0,neutral
2025: Pokémon Left and Pokémon RightAll news anchors: IS POKÉMON GOING POLITICAL NOW!?,0,13,0.0,neutral
Hopefully Scorbunny's final evolution is not fire/fighting type again. Hahahaha....But serious don't add another fire/fighter starter again,0,16,0.0,neutral
"You know, there was still room for Pokemon Orange and Pokemon Purple",0,12,0.0,neutral
Can't wait for Pokemon and pokemon't,-1.0,7,-0.14285714285714285,negative
wish starter reveals would remain like this with them having cutscenes like this,0,13,0.0,neutral
looking to protect yourself?or deal some DAMAGE?,0,7,0.0,neutral
Where is Pokémon Ketchup and Mustard??,0,6,0.0,neutral
When’s Pokémon Rum and Coke out? For the mature players of course.,0,12,0.0,neutral
When you run out of ideasPokemon Android &amp; Pokemon IOS,0,10,0.0,neutral
"<span class="""" dir=""auto"" style=""font-weight: 500;"">*""Pokémon Let’s Go, Pikachu and Eevee!” have left the chat.*",0,10,0.0,neutral
Rest In peace Pokemon Diamond and Pearl remakes.,0,8,0.0,neutral
Can't wait for Pokemon Anime and Pokemon Netflix,-1.0,8,-0.125,negative
Please no more fire/fighting type we got some enough,-1.0,9,-0.1111111111111111,negative
2040: Pokemon Tom and Jerry,0,5,0.0,neutral
"Ah pokemon the only game series I know that names there games after Colors, Metals, Gems/Minerals,Letters, Planets/Stars and now they have move onto Weapons, oh boy this going to be good.  Can't wait to play it.",0.0,35,0.0,neutral
I'd love if they went an unconventional route this time and made Scorbunny's final evolution a fire and electric type.,1.0,20,0.05,positive
Scorbunny’s final evolution will be Big Chungus,0,7,0.0,neutral
"You're telling me, pokemon dont follow you in this game? <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😢"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f622.png"">",0,10,0.0,neutral
I'm probably gonna go with Sobble,0,6,0.0,neutral
Anyone got here after the Pokémon scarlet and violet reveal?,0,10,0.0,neutral
"<span class="""" dir=""auto"" style=""font-weight: 500;"">Why is nobody talking about the music.",0,7,0.0,neutral
Can’t wait for Pokémon pewdiepie and Pokémon t series lol coming late 2069,1.0,13,0.07692307692307693,positive
"<span class=""ytAttributedStringStrikethrough ytAttributedStringLineStyleSingle"" dir=""auto"" style=""font-weight: 400;"">Welcome To America's Got Talent",0,5,0.0,neutral
"Ah yes, I love Pokemon ""Shielf"" lol",2.0,6,0.3333333333333333,positive
Scorbunny is outgoingSobble is shyGrookey is troublesome In the end this is looking to be a magical pokemon experience.,0,19,0.0,neutral
There better be joke about it raining alot if it wants to be like the UK,0.0,16,0.0,neutral
I think this trailer is way better than yesterday's trailer,1.0,9,0.1111111111111111,positive
Grookey gang so far... where are the rest???,0,8,0.0,neutral
"So Pokémon England, nice.",1.0,4,0.25,positive
"* sees Scorbunny *<span class=""ytAttributedStringItalicized"" dir=""auto"" style=""font-weight: 400;"">I smell a Fire/Fighting starter",0,7,0.0,neutral
"Holy shit. 7. SEVEN. YEARS. I remember playing with my brother on release day, how much can change in 7 years. God damn",0.0,22,0.0,neutral
Can't wait for these:Pokemon Body and SoulPokemon Bread and ButterPokemon Bricks and MortarPokemon Cause and EffectPokemon Cloak and DaggerPokemon High and LowPokemon Give and Take,-1.0,25,-0.04,negative
"Welwelwel, was ol dis den mate? ya got a loisence fo dat Scorbunny? Das a class 1 fire hazard rite dare",0,21,0.0,neutral
"Pokemon sword and shield: <span class="""" dir=""auto"" style=""font-weight: 500;"">released one sec",0,7,0.0,neutral
Bro they’re gonna run out of room on Earth if they keep inventing new continents,0,15,0.0,neutral
Maybe the pokemon league is gonna be tournament style like the anime?,0,12,0.0,neutral
"I hope the rabbit is fire n ground or rock or something. Just not fighting. Or even fire n fairy? <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤷🏾‍♂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f937_1f3fe_200d_2642.png"">",0,19,0.0,neutral
Pokemon Coffee and Pokemon Tea is gonna be such a good game man,1.0,13,0.07692307692307693,positive
7 years ago.. I SWEAR THIS JUST CAME OUT,0,8,0.0,neutral
Im going to be sad if she's not actually Scottish in the game,-1.0,12,-0.08333333333333333,negative
Finally have an excuse to buy the switch.,1.0,8,0.125,positive
Woahh the new region looks really pretty! The decorations around the house gives me European vibes reminds me of Kalos.,0,20,0.0,neutral
"<span class="""" dir=""auto"" style=""font-weight: 500;"">I swear to god if Scorbunny is a fire-fighting type, I will jump out of a window.",0,15,0.0,neutral
Want a remake for platinum diamond and pearl,1.0,8,0.125,positive
OI M8 WHERES UR POKÉMON LOICENSE!?,0,5,0.0,neutral
Scorbunny: existFurries: it's time to do some 34 stuff,0,9,0.0,neutral
5 years ago....,0,3,0.0,neutral
The starters look better in the drawings than the 3D models,1.0,11,0.09090909090909091,positive
Next Pokemon gen has been leaked:Pokemon HolyPokemon Shit,-1.0,8,-0.125,negative
"Honestly, when it comes to starters, Grookey is my favourite here",0,11,0.0,neutral
Can't wait until Pokemon Original and Pokemon Jokes.,-1.0,8,-0.125,negative
Did Sobble just say *Mudkip*??? o.0,0,6,0.0,neutral
Can't wait for Pokemon A and Pokemon B,-1.0,8,-0.125,negative
Upcoming 2025 :Pokemon Hammer &amp; Sickle,0,6,0.0,neutral
"Can't wait for Pokémon Hammer &amp; Pokémon Nail, with a special edition spin off Pokémon Plank.",-1.0,16,-0.0625,negative
2056: pokemon left wing and pokemon right wing,0,8,0.0,neutral
I'm sad the pokemon are no longer walking around the world,-2.0,11,-0.18181818181818182,negative
"The theme looks like industrial revolution England so their types could be linked:Scorbunny: Fire/ElectricSopple: Water/Poison?Grookey: Grass/Steel?Just a theory, can't wait!",-1.0,20,-0.05,negative
No one else gonna talk about how much that bass line SLAPPED?!,-1.0,12,-0.08333333333333333,negative
4th Generation remakes in disguise obliviously.,0,6,0.0,neutral
The next thing you know we have PokémonCAT AND DOG,0,10,0.0,neutral
Where's my Pokemon Mystery Dungeon 5,0,6,0.0,neutral
Kids from the 1990s talking to 8th genners: over 700+ now. back in my day we only had 151 pokemans. And most of them were evolved forms of the originals.,0,30,0.0,neutral
Anyone hypes for pokemon nacho and libre to come out ?,1.0,11,0.09090909090909091,positive
I'm going to get the shield version and name my character and starter naofumi and raphtalia,0,15,0.0,neutral
"Someone should fix the description where it says Pokemon Sword and Pokemon <span class="""" dir=""auto"" style=""font-weight: 500;"">Shielf",0,13,0.0,neutral
WE NEED THIS AGAIN NOT A FUCKING EMPTY SOULESS OPEN WORLD,-1.0,10,-0.1,negative
Guess who needs a Nintendo switch immediately,1.0,6,0.16666666666666666,positive
How did this gen go by so fast,0,8,0.0,neutral
Can’t wait for Pokemon Hotel &amp; Pokemon Trivago,1.0,8,0.125,positive
I first thought this was fake...I’m glad I was wrong,0.0,8,0.0,neutral
Who's here in 2025?,0,4,0.0,neutral
I just hope they are going back to battling wild Pokémon instead of just throwing balls until you catch em.,0,19,0.0,neutral
2050: Pokemon A and Z!(We all know it will happen),0,10,0.0,neutral
whos here after watching the pokemon scarlet and violet trailer?,0,10,0.0,neutral
Pokémon: End Game,0,3,0.0,neutral
What?  Is nick fury gonna show up at the end of the campaign in the kids bedroom talking about putting together a pokemon initiative?,0,24,0.0,neutral
The calm before the storm.,0,5,0.0,neutral
"Look at the faces of the girl and boy ! They have more expressions.In Sun/Moon they are always smiling, even when the world is going to end -&gt; smile.I'm curious if you can change their face expression or if its automatic.",0,41,0.0,neutral
Did anyone get the chills when the protagonist walked out into the stadium! I think that will be amazing having an audience that big for the atmosphere for competition battling!,1.0,29,0.034482758620689655,positive
So are Pokémon going to be able to follow you around?,0,11,0.0,neutral
"watching this just make me so happy, especially the music is the congratulations theme ughh :( &lt;3",1.0,17,0.058823529411764705,positive
Pokemon Memes and pokemon article 13,0,6,0.0,neutral
"Oi, fam! I like hoodies!! They're comfy and easy to wear!!!",1.0,10,0.1,positive
"<span class="""" dir=""auto"" style=""font-weight: 500;"">So fookin ready for these wee trolleys lookin for a pokemon fight",0,12,0.0,neutral
"Lol I’m 28. I played Pokémon blue on gameboy color when I was 11... man this is what I was waiting for. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""👏"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f44f.png"">",0,20,0.0,neutral
Everybody loving on Grookey but I think Sobble looks great,2.0,9,0.2222222222222222,positive
Pokémon Sword and Pokémon Shield Based on England which United kingdom!they two Legendary based The wolfs are Rivals.Edited whoa thanks got Likes!,0.5,22,0.022727272727272728,positive
And it's at this moment I realize I haven't the switch....,0,9,0.0,neutral
Pokemon Brexit,0,2,0.0,neutral
"Scorbunny, I can see his name getting abused later down the line",0,11,0.0,neutral
"Sobble will have the best final evolution, just you wait and see!",2.0,12,0.16666666666666666,positive
"Sobble, I CHOOSE YOU!",0,3,0.0,neutral
"Scorbunny: I am a reckless child but super cute.Sobble: please scorbunny, your gonna set everything on fire and you know I get nervous when-Grookey: HOW YA DOIN' MATE. HOPE I DIDNT SCARE YOOU TOO MUCH",0,32,0.0,neutral
I still don't get how this brought a man to tears?,0,10,0.0,neutral
Sobble gang,0,2,0.0,neutral
"7 years ago…the intro music is everything <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u2764.png"">",0,8,0.0,neutral
death stranding cameo in the form of the male pc's backpack,0,11,0.0,neutral
"So we have Japen, Hawaii, France and how United Kingdom",0,10,0.0,neutral
Hopefully the game is difficult this time.,0,7,0.0,neutral
"<span class="""" dir=""auto"" style=""font-weight: 500;"">Gods? Nah weve got Kings to to rule",0,8,0.0,neutral
"Omg Scorbunny is so cute<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😍"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f60d.png"">",0,5,0.0,neutral
"ain’t no way this was 5 years ago <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f62d.png"">",-1.0,9,-0.1111111111111111,negative
"Pokémon Digital &amp; Pokémon Physical, with a spin off Pokémon Spiritual.",-2.0,11,-0.18181818181818182,negative
HmMmMmM I'd pick shield ...Safety comes first!,0,7,0.0,neutral
I wonder if that gave with the gems in its wall is similar to the underground in Gen 4...? Possibly remake for Gen 4 after Sword/Shield?,0,25,0.0,neutral
Pokemon Bulky shield and Sharp sword (this will probably be the remaster name in 2022),0,15,0.0,neutral
Can’t wait to get my hands on Pokémon Shielf Check the description,1.0,12,0.08333333333333333,positive
The more I look at them the better they look. I think the design took some getting used to from me but I like them now.,2.0,23,0.08695652173913043,positive
"pokémon Raphtalia / pokémon Naofumi, seem's dop",0,7,0.0,neutral
Is it just me or the 3 starting pokemon have exactly the same shape but with different extremities and color?,0,20,0.0,neutral
Y’all look at the description. Pokémon Shielf confirmed.,0,8,0.0,neutral
The game itself looks just... wow. But they could have done better with the starters imo.,1.0,16,0.0625,positive
"I swear to god if this is another fire fighting starter <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f602.png"">",0,11,0.0,neutral
Why is the girl Uraraka from My Hero Academia...,0,9,0.0,neutral
2030: Pokémon Negative &amp; Positive2040: Pokémon Left &amp; Right2050: Pokémon 1 &amp; 2,-1.0,13,-0.07692307692307693,negative
Something flashed my mind that pokemon sword and shield  pokemon League will be like the anime one with various trainers like an actual league.,0,24,0.0,neutral
Grookey is an mutated chespin,0,5,0.0,neutral
"""Bro why aren't you on MW?!""""... Sword and Shield.""",0,9,0.0,neutral
"This is still the best starter introduction we’ve ever had <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🥲"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f972.png"">",1.0,11,0.09090909090909091,positive
"Hmm, possibly a weapons vibe for their evolutions; Blunt weapon, range/sniping, and close up/kicks.   Maybe a sports vibe.  The bandage looking thing on the fire type's nose like some fighters wear and the grass type hitting the stick like a bat before swinging.",0,43,0.0,neutral
would you rather have The Pokemon Sword Art Online or The Rising of The Pokemon Shield Hero ?,-1.0,18,-0.05555555555555555,negative
"Can't wait next for series called Pokemon Sweet,Pokemon Sour",-1.0,9,-0.1111111111111111,negative
It's already been two years..??,0,5,0.0,neutral
"Jeez im still waiting for ""Pokemon Bow &amp; Arrow""",0,9,0.0,neutral
Pokémon proteccPokémon attac,0,3,0.0,neutral
I mostly want trainers to recognize that we are the new champions when we beat the old champion,1.0,17,0.058823529411764705,positive
"<span class="""" dir=""auto"" style=""font-weight: 500;"">2050 me",0,2,0.0,neutral
"Yooo i saw some leaks, one of the next Pokemon games is gonna be Pokemon Uncle!! The starters are all <span class="""" dir=""auto"" style=""font-weight: 500;"">firE/fiGhtiNg",0,20,0.0,neutral
I am eagerly waiting for The LEGENDARY POKÉMON of Galar region,0,10,0.0,neutral
Pokemon spear and staff for next gen I'm calling it right now,0,12,0.0,neutral
Coming back to this video just remembering the first time I saw Grookey he is now one of my favorite starters ever,1.0,21,0.047619047619047616,positive
Now we need a pokemon spear and pokemon bow for another isekai anime,0,12,0.0,neutral
Soo.. when is the Diamond and Pearl remake coming?,0,9,0.0,neutral
"Awwwwwww! Look at the cute Bunny Pokém-<span class="""" dir=""auto"" style=""font-weight: 500;"">IT BETTER NOT EVOLVE INTO A MEME!!!",1.0,12,0.08333333333333333,positive
Remember when we still had hope?,0,6,0.0,neutral
Pokemon: Pencil and Paper! Coming soon to the Nintendo Switch,0,10,0.0,neutral
ALL HAIL BRITANNIA,0,3,0.0,neutral
I swear. What next?Pokemon shirt and pants?,0,6,0.0,neutral
I still think it should of been called Pokemon fish and chips,0,11,0.0,neutral
I'm hype for Pokemon Pineapple and Pokemon Pizza.,1.0,8,0.125,positive
Can’t help but feel like the Alolan trio (except maybe Poplio) would have been a better fit for the region and this new trio could be sun and moon’s,1.0,29,0.034482758620689655,positive
"My favourite game nd region <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😊"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f60a.png"">",0,6,0.0,neutral
I'm hoping for a fire/electric energizer bunny :),0,8,0.0,neutral
"The fire starter burned the grass patch, the water starter put the fire off and the grass starter made the grass regrow.",0,22,0.0,neutral
Next in line is Pokemon TerroristPokemon Patriot,0,7,0.0,neutral
"Welp, Scorbunny now owns my soul and wallet.",0,8,0.0,neutral
One of the best pokemon trailer for me,1.0,8,0.125,positive
"Sobble is so cute, definitely going to be my starter for Sword and Shield. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😄"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f604.png"">",0,15,0.0,neutral
"I like soble..<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😃"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f603.png"">",1.0,2,0.5,positive
Who's going to be here when Gen 10 gets revealed on the 30th anniversary?,0,14,0.0,neutral
Pokemon rock and roll Pokemon game and watchPokemon true and falsePokemon Trump and HillaryPokemon Duck and HuntPokemon solid and pokemon liquid,1.0,21,0.047619047619047616,positive
I’m hoping Scorbunny’s evolutions will have a Fire/Fairy or Fire/Steel type instead of Fire/Fighting.,0,14,0.0,neutral
Who else is totally in love with scorebunny?! And sobble is also great!!! Grookey is sooo cute!Scorebunny is my fave tho.Can't wait to actually be able to play a real Pokemon game instead of let's go DX,1.0,36,0.027777777777777776,positive
"Man, watching the direct for this trailer back 6 years ago was so hype",1.0,14,0.07142857142857142,positive
Next on Pokemon. Pokemon toaster and bathtub,0,7,0.0,neutral
"I really hoped theyd use some of the battle visuals vom Pokken, but now its just ""standing and not touching!"" again. But maybe im Wwrong its just the first looks of it and maybe we will finally get a good story again. At least GYMs ARE BACK! (please make them hard!)",2.0,49,0.04081632653061224,positive
still waiting on sword and shield's eeveelutions... and ofc the region's pokedex,0,12,0.0,neutral
"Good old days <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😢"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./sword_files/emoji_u1f622.png"">",1.0,4,0.25,positive
"Gets PlayStation ad on Nintendo video, nice",0.0,7,0.0,neutral
Pokemon X and Y:Mega EvolutionPokemon Sun and Moon:Z movesPokemon Sword and Shield:What do u think guys?I hope there are fusion stuff,0,20,0.0,neutral
"This looks like a kalos sequelEdit:I’m wrong Edit2: I love the starters, all of themEdit3: all I’m saying is fuckin aegislash better be available",1.0,23,0.043478260869565216,positive
Wow I'm am so ready when year 3000: Pokemon:This or Pokemon:That,0,11,0.0,neutral
2030 Pokémon cheese and Pokémon crackers2031 Pokémon Dogs and Pokémon Cats2040 Pokémon House and Pokémon Outdoors2060 Pokémon Whatever and Pokémon I give up,0,22,0.0,neutral
I really want an open world Pokemon. You’re only limited where you go depending on how well you’ve trained you’re team. You can do the gyms in any order but if you’re really high level they level up to match you so it’s still a good fight. Would be so good,1.5,50,0.03,positive
Why tf The male character gotta huge back pack on,0,10,0.0,neutral
Scorbunny H E N T A I,0,7,0.0,neutral
They misspelled shield in the description,0,6,0.0,neutral
I need to pull my grades up to get a Nintendo switch and get this game,0,15,0.0,neutral
My predictions for the final typings of the startersSobble - Water/GhostGrookey - Grass/FightingScorbunny - Fire/GroundEDIT: I'm talking about the typings for the final evolutions,0,24,0.0,neutral
one of the legendary gonna be fairy/ghost type,0,8,0.0,neutral
